日期,final盈亏,news门控盈亏,dual盈亏,macro降权门控盈亏,weather_v3代理盈亏,组合_v3盈亏,组合日收益_3M,dual保证金
2024-05-23,0.0,0.0,0.0,0.0,2996.3404191664,2996.3404191664,0.0009987801397221333,0.0
2024-05-24,0.0,0.0,0.0,0.0,1657.3801498596,1657.3801498596,0.0005524600499532,0.0
2024-05-27,684.0000000000088,0.0,684.0000000000088,0.0,228.33258468649998,912.3325846865088,0.0003041108615621696,41467.15
2024-05-28,2589.585499999989,0.0,2589.585499999989,0.0,-1273.64068088585,1315.9448191141391,0.00043864827303804636,47410.5
2024-05-29,543.1645000000209,0.0,543.1645000000209,0.0,1014.9709485230501,1558.1354485230709,0.0005193784828410236,50341.5
2024-05-30,-4250.000000000002,0.0,-4250.000000000002,0.0,5135.73181598965,885.7318159896486,0.0002952439386632162,39490.4
2024-05-31,-4882.623000000006,0.0,-4882.623000000006,0.0,2045.6959587781498,-2836.927041221856,-0.000945642347073952,39760.25
2024-06-03,-122.42099999980044,0.0,-122.42099999980044,0.0,-312.8912772648,-435.3122772646004,-0.00014510409242153346,54088.5
2024-06-04,-1091.180999999996,0.0,-1091.180999999996,-1828.294870645744,-467.87328485425,-3387.3491554999896,-0.0011291163851666632,44421.25
2024-06-05,-729.7120000000002,0.0,-729.7120000000002,5730.393907465453,-827.4750945889999,4173.206812876452,0.001391068937625484,41509.25
2024-06-06,2678.7729999999983,0.0,2678.7729999999983,95.9880853880126,1451.6961171499,4226.457202537911,0.0014088190675126371,27001.4
2024-06-07,1081.7464999999995,0.0,1081.7464999999995,-12105.181447929102,104.34057367105,-10919.094374258053,-0.003639698124752684,44676.1
2024-06-11,-570.7730000000563,0.0,-570.7730000000563,2296.9484659627255,156.67434681165,1882.8498127743192,0.0006276166042581063,25708.6
2024-06-12,-1584.5939999999994,0.0,-1584.5939999999994,178.24359036445165,891.54982522255,-514.8005844129978,-0.00017160019480433257,19272.1
2024-06-13,-1790.8245000000009,0.0,-1790.8245000000009,-41.14510023830312,-839.28137369785,-2671.250973936154,-0.0008904169913120513,25088.5
2024-06-14,2269.49499999997,0.0,2269.49499999997,726.1579202494636,1578.3037966014501,4573.956716850884,0.0015246522389502947,84627.1
2024-06-17,4105.371999999957,0.0,4105.371999999957,534.4791313518325,1063.38369932525,5703.234830677039,0.0019010782768923463,84759.79999999999
2024-06-18,1359.9999999998563,0.0,1359.9999999998563,1505.5736144242899,1804.36987016205,4669.943484586196,0.0015566478281953987,84896.5
2024-06-19,-3383.350000000128,0.0,-3383.350000000128,3263.661841603181,-819.796238914,-939.4843973109471,-0.0003131614657703157,74149.2
2024-06-20,-2639.723999999987,0.0,-2639.723999999987,1655.8473227202683,-3649.46739177255,-4633.344069052268,-0.0015444480230174227,77211.0
2024-06-21,4854.307999999972,0.0,4854.307999999972,-5719.994353034146,1180.68042270875,314.9940696745757,0.00010499802322485857,100021.2
2024-06-24,2098.17599999993,0.0,2098.17599999993,685.0952609099063,-1305.7740137351,1477.4972471747362,0.0004924990823915788,89450.5
2024-06-25,-1856.1113999999936,0.0,-1856.1113999999936,-2600.8799535338862,1679.7001474897,-2777.2912060441804,-0.0009257637353480601,60069.25
2024-06-26,145.52500000000293,0.0,145.52500000000293,-2007.615675771767,5219.84340076775,3357.752724995986,0.0011192509083319954,29787.1
2024-06-27,229.2999999999343,0.0,229.2999999999343,4037.6386389772774,1302.52774607105,5569.466385048261,0.0018564887950160871,78573.75
2024-06-28,1019.1689999999912,0.0,1019.1689999999912,41.14062701654523,3223.26176045995,4283.571387476486,0.0014278571291588286,42132.0
2024-07-01,893.0000000000064,0.0,893.0000000000064,698.7873320561971,-2513.94046991065,-922.1531378544464,-0.0003073843792848155,36733.75
2024-07-02,-1298.8499999999874,0.0,-1298.8499999999874,2324.336906939956,400.5096776348,1425.9965845747686,0.0004753321948582562,62216.5
2024-07-03,127.99599999999626,0.0,127.99599999999626,1792.3819464307028,-489.38392167640006,1430.994024754299,0.00047699800825143303,94591.25
2024-07-04,948.3260000000056,0.0,948.3260000000056,958.8076081838445,-428.6760597556,1478.45754842825,0.0004928191828094166,42907.3
2024-07-05,-1247.7771000000034,0.0,-1247.7771000000034,794.6117552305436,2010.8298434586502,1557.6644986891904,0.0005192214995630635,39993.05
2024-07-08,495.2294999999992,0.0,495.2294999999992,-1428.9166174165716,1090.7204927101,157.03337529352757,5.234445843117586e-05,81301.25
2024-07-09,-639.3641999999943,0.0,-639.3641999999943,1683.1833053438563,870.2706845664001,1914.089789910262,0.0006380299299700873,31417.1
2024-07-10,1423.4099999999708,0.0,1423.4099999999708,1396.340412140363,1717.92496012585,4537.675372266183,0.0015125584574220612,44613.25
2024-07-11,363.4524999999988,0.0,363.4524999999988,2147.2092765207294,1302.28124235825,3812.9430188789784,0.0012709810062929928,22841.7
2024-07-12,1024.5000000000114,0.0,1024.5000000000114,-109.72966658102848,866.45418111245,1781.2245145314328,0.0005937415048438109,42022.95
2024-07-15,718.9999999998482,0.0,718.9999999998482,4323.453619244821,792.7439979086499,5835.19761715332,0.0019450658723844398,49848.45
2024-07-16,368.2257499999676,0.0,368.2257499999676,4513.5826424258985,-636.8973105081,4244.911081917766,0.0014149703606392552,79000.5
2024-07-17,-3268.699999999992,0.0,-3268.699999999992,-13.714285714285715,-1160.10113430905,-4442.515420023328,-0.0014808384733411095,90412.35
2024-07-18,-3056.999999999851,0.0,-3056.999999999851,0.0,694.7678840284,-2362.232115971451,-0.000787410705323817,85505.7
2024-07-19,4780.270749999974,0.0,4780.270749999974,0.0,-289.9560567146,4490.314693285374,0.001496771564428458,71737.0
2024-07-22,3210.000000000229,0.0,3210.000000000229,0.0,638.7934924123499,3848.7934924125793,0.0012829311641375264,71709.45
2024-07-23,373.523999999825,0.0,373.523999999825,0.0,-985.8552609488501,-612.3312609490251,-0.0002041104203163417,93202.55
2024-07-24,5032.70000000016,0.0,5032.70000000016,0.0,-461.2551359317,4571.4448640684595,0.0015238149546894866,85371.5
2024-07-25,2459.6999999999825,0.0,2459.6999999999825,1409.916573569835,1796.9240580179,5666.540631587718,0.001888846877195906,72908.9
2024-07-26,5360.318000000015,0.0,5360.318000000015,2705.8627538778655,996.4882784816501,9062.66903235953,0.0030208896774531766,55031.9
2024-07-29,6226.762000000139,0.0,6226.762000000139,561.8769072837216,826.64448646465,7615.28339374851,0.00253842779791617,68049.7
2024-07-30,-4199.800000000121,0.0,-4199.800000000121,2828.492299287375,-1939.8461254331,-3311.1538261458463,-0.0011037179420486155,73062.5
2024-07-31,2786.0000000001146,0.0,2786.0000000001146,3155.193121337385,761.1517962243,6702.344917561799,0.0022341149725206,65122.1
2024-08-01,-51.66800000011175,0.0,-51.66800000011175,1983.5558326630417,-219.9366132149,1711.9512194480299,0.0005706504064826766,68186.0
2024-08-02,2404.799999999973,-3631.5999999999913,-1226.8000000000184,-9760.791827420428,1558.34609564125,-9429.245731779196,-0.003143081910593065,149970.35
2024-08-05,-434.19999999994906,2899.9999999999936,2465.8000000000447,-4108.689930964817,3732.13951962425,2089.249588659478,0.0006964165295531593,161368.0
2024-08-06,2245.999999999611,775.0000000000273,3020.9999999996385,1300.6354586449143,-1491.4085790843,2830.226879560252,0.0009434089598534174,158485.55
2024-08-07,-1161.9999999999227,-550.0000000000168,-1711.9999999999395,-150.88690341000648,4685.1437598229,2822.256856412954,0.0009407522854709847,147820.6
2024-08-08,-1396.2999999999386,900.0000000000131,-496.2999999999255,3222.947756728334,-2991.47120401945,-264.8234472910417,-8.827448243034723e-05,139922.5
2024-08-09,-15397.300000000032,4649.99999999998,-10747.300000000052,-13.714285714285715,4766.9363130425,-5994.077972671838,-0.0019980259908906127,181774.0
2024-08-12,-14.343,0.0,-14.343,0.0,2975.9078082048,2961.5648082048,0.0009871882694016,0.0
2024-08-13,0.0,0.0,0.0,0.0,84.02198013935,84.02198013935,2.800732671311667e-05,0.0
2024-08-14,0.0,0.0,0.0,0.0,-73.650974699,-73.650974699,-2.4550324899666667e-05,0.0
2024-08-15,0.0,0.0,0.0,0.0,-623.0101675042499,-623.0101675042499,-0.00020767005583474999,0.0
2024-08-16,0.0,0.0,0.0,0.0,-792.1684231324999,-792.1684231324999,-0.0002640561410441666,0.0
2024-08-19,0.0,0.0,0.0,0.0,-301.0424890201,-301.0424890201,-0.00010034749634003333,0.0
2024-08-20,0.0,0.0,0.0,0.0,-2004.84854656465,-2004.84854656465,-0.0006682828488548833,0.0
2024-08-21,0.0,0.0,0.0,0.0,732.58393032225,732.58393032225,0.00024419464344075,0.0
2024-08-22,0.0,0.0,0.0,0.0,1763.33350684385,1763.33350684385,0.0005877778356146167,0.0
2024-08-23,0.0,0.0,0.0,0.0,-2848.6629203611,-2848.6629203611,-0.0009495543067870334,0.0
2024-08-26,0.0,0.0,0.0,0.0,-451.43574116565,-451.43574116565,-0.00015047858038855,0.0
2024-08-27,0.0,0.0,0.0,0.0,810.1003304937,810.1003304937,0.0002700334434979,0.0
2024-08-28,0.0,0.0,0.0,0.0,-1040.7595887406999,-1040.7595887406999,-0.0003469198629135666,0.0
2024-08-29,0.0,0.0,0.0,0.0,1522.6929623914,1522.6929623914,0.0005075643207971333,0.0
2024-08-30,0.0,0.0,0.0,0.0,2652.4558023411,2652.4558023411,0.0008841519341137,0.0
2024-09-02,0.0,0.0,0.0,0.0,166.6944274822,166.6944274822,5.5564809160733336e-05,0.0
2024-09-03,0.0,0.0,0.0,0.0,2426.4306030333,2426.4306030333,0.0008088102010111,0.0
2024-09-04,0.0,0.0,0.0,0.0,1542.632445012,1542.632445012,0.000514210815004,0.0
2024-09-05,0.0,0.0,0.0,0.0,49.56013688600636,49.56013688600636,1.6520045628668786e-05,0.0
2024-09-06,0.0,0.0,0.0,0.0,-714.8930099575,-714.8930099575,-0.00023829766998583333,0.0
2024-09-09,0.0,0.0,0.0,0.0,2850.8316246833,2850.8316246833,0.0009502772082277666,0.0
2024-09-10,0.0,0.0,0.0,0.0,2916.453156655,2916.453156655,0.0009721510522183333,0.0
2024-09-11,0.0,0.0,0.0,-301.93323906501325,968.07613044465,666.1428913796367,0.0002220476304598789,0.0
2024-09-12,0.0,0.0,0.0,2859.300901609983,1977.0264326597498,4836.327334269733,0.0016121091114232444,0.0
2024-09-13,0.0,0.0,0.0,-226.4129841002009,6182.6967695128005,5956.283785412599,0.0019854279284708663,0.0
2024-09-18,0.0,0.0,0.0,-315.6762169512783,2521.6429403587,2205.9667234074213,0.0007353222411358071,0.0
2024-09-19,0.0,0.0,0.0,2324.7744737952758,2739.6309851324,5064.405458927676,0.0016881351529758918,0.0
2024-09-20,-1159.0000000000616,3425.0000000000027,2265.999999999941,-13.714285714285715,1779.82484273585,4032.110557021505,0.0013440368523405016,112802.1
2024-09-23,-2910.499999999909,2175.984999999994,-734.5149999999148,0.0,-2770.9779719983,-3505.4929719982147,-0.0011684976573327383,104528.95
2024-09-24,1105.9999999999995,-574.9999999999964,531.0000000000032,0.0,606.3797769608001,1137.3797769608032,0.00037912659232026773,101296.85
2024-09-25,1062.800000000008,199.99999999999451,1262.800000000003,0.0,-1452.70658187135,-189.90658187134704,-6.330219395711568e-05,92955.85
2024-09-26,2795.315999999983,-62.49999999997726,2732.8160000000057,0.0,-3376.92752057275,-644.1115205727442,-0.00021470384019091473,130663.1
2024-09-27,2849.9999999999864,-1987.684999999983,862.3150000000035,0.0,-3694.51917502715,-2832.2041750271464,-0.0009440680583423822,132848.9
2024-09-30,-9021.183800000004,2851.265000000002,-6169.9188,0.0,-1959.7047225784,-8129.6235225784,-0.0027098745075261332,82980.75
2024-10-08,-1202.603399999996,-250.00000000000043,-1452.6033999999963,-5425.2528375096745,1999.74823962755,-4878.107997882121,-0.0016260359992940402,58428.8
2024-10-09,998.9219999999988,5814.902499999989,6813.824499999988,1382.7785979828411,-538.40652665505,7658.196571327779,0.002552732190442593,68958.0
2024-10-10,97.60000000000508,3789.5000000000114,3887.100000000016,4622.739474077444,2417.27848317315,10927.11795725061,0.00364237265241687,46673.75
2024-10-11,-793.0000000000053,1749.9999999999905,956.9999999999852,3903.682202980951,-486.55788435155,4374.124318629387,0.0014580414395431289,64998.25
2024-10-14,-4645.41200000001,370.9650000000093,-4274.447000000001,274.1950662919665,-2112.7717863336998,-6113.023720041734,-0.002037674573347245,138216.3
2024-10-15,1804.4720000000025,737.4999999999773,2541.97199999998,5733.925345418611,-503.4600602499,7772.43728516869,0.0025908124283895635,85073.05
2024-10-16,303.02400000000046,4325.000000000003,4628.024000000003,1505.8739875491087,3469.7207688926,9603.618756441712,0.0032012062521472374,131906.7
2024-10-17,998.2509999999888,-2062.4999999999936,-1064.2490000000048,3373.916300717519,-1706.4346359836,603.2326647339141,0.0002010775549113047,132669.2
2024-10-18,-2190.980000000008,2399.999999999992,209.0199999999832,4488.25805580934,-745.0510054829,3952.2270503264226,0.0013174090167754743,114845.75
2024-10-21,-2746.6060000000134,-1018.7499999999872,-3765.3560000000007,589.3105089856095,-1202.8100371866499,-4378.855528201041,-0.001459618509400347,154596.95
2024-10-22,2973.62,2325.000000000022,5298.620000000022,2434.2530113959065,3514.6794634867,11247.552474882628,0.0037491841582942094,128485.0
2024-10-23,3079.999999999985,-437.49999999999454,2642.499999999991,-3857.117642019226,1757.9462308426,543.328588823365,0.0001811095296077883,129428.05
2024-10-24,-2935.4999999999964,2124.9999999999936,-810.5000000000027,260.49240619501643,444.5310880089,-105.47650579608631,-3.51588352653621e-05,136526.05
2024-10-25,2722.2600000000043,-1949.999999999979,772.2600000000252,1259.8655210664008,-177.9040160451,1854.221505021326,0.0006180738350071087,96493.75
2024-10-28,1425.3079999999893,1978.5249999999976,3403.832999999987,3496.633496825232,1789.66548133,8690.13197815522,0.0028967106593850733,132447.5
2024-10-29,3428.999999999982,4688.5975,8117.597499999982,4705.851111807405,5902.42825767645,18725.876869483836,0.006241958956494612,155276.7
2024-10-30,831.9819999999944,987.4999999999978,1819.481999999992,-1855.3418813572903,1717.04413541505,1681.1842540577518,0.000560394751352584,175160.4
2024-10-31,520.0000000000027,-2875.0000000000005,-2354.9999999999977,-4216.835228075599,-4619.0278651512,-11190.863093226797,-0.0037302876977422655,175342.75
2024-11-01,-19.9999999999931,-902.5000000000068,-922.5,-3055.2883803764717,-568.1418416918999,-4545.930222068371,-0.0015153100740227905,147953.7
2024-11-04,-324.9999999999956,274.2175000000075,-50.78249999998815,-205.76334317579165,1752.6573436118501,1496.1115004360704,0.0004987038334786901,145548.0
2024-11-05,3315.0,5825.000000000002,9140.000000000002,-768.6846737143951,531.5969243489,8902.912250634507,0.0029676374168781687,156918.8
2024-11-06,722.7599999999836,-2500.0000000000223,-1777.240000000039,-8671.90636810841,-317.21605145825,-10766.3624195667,-0.0035887874731889,120282.3
2024-11-07,3288.561499999986,-675.0000000000082,2613.561499999978,2924.6962052233316,920.80049975735,6459.05820498066,0.0021530194016602198,135761.3
2024-11-08,1092.0000000000146,900.0000000000068,1992.0000000000211,205.66449524858118,2961.28003233795,5158.944527586553,0.0017196481758621842,141857.9
2024-11-11,501.99999999999886,1837.442500000004,2339.442500000003,-6982.760449458323,1075.6778044353,-3567.64014502302,-0.00118921338167434,149828.55
2024-11-12,-1674.4999999999754,1099.9999999999989,-574.4999999999766,-754.9669173672954,-761.8103823451501,-2091.277299712422,-0.0006970924332374741,155369.95
2024-11-13,-4487.560000000022,-749.9999999999691,-5237.559999999991,-8017.082203200972,1194.39387592515,-12060.248327275813,-0.004020082775758604,176537.75
2024-11-14,1066.1680000000035,2749.9999999999964,3816.168,205.66262120761562,1958.2414591794998,5980.072080387115,0.0019933573601290384,146507.75
2024-11-15,-904.999999999952,1162.5000000000011,257.5000000000491,5029.566473079215,-231.41284364925,5055.653629430014,0.0016852178764766713,158272.65
2024-11-18,314.4299999999977,-1669.5324999999889,-1355.102499999991,6315.097585975229,405.91762776484995,5365.912713740088,0.001788637571246696,68208.3
2024-11-19,-698.0000000000136,-1662.499999999994,-2360.500000000008,397.52656452768423,1652.9959575778,-309.9774778945239,-0.00010332582596484129,88715.85
2024-11-20,297.6740000000232,-1625.000000000005,-1327.3259999999818,5016.8775136593595,1287.84689675945,4977.398410418828,0.0016591328034729425,98447.8
2024-11-21,1210.6820000001214,4499.99999999999,5710.682000000112,5464.273661809917,368.76420425080005,11543.719866060828,0.003847906622020276,126887.25
2024-11-22,1518.295500000037,-2712.500000000005,-1194.204499999968,-6188.110802261968,1899.9925429231,-5482.3227593388365,-0.0018274409197796121,98465.75
2024-11-25,797.5750000000894,1726.6849999999968,2524.260000000086,-5660.309529061166,139.22228033775,-2996.8272487233303,-0.00099894241624111,107611.125
2024-11-26,-1130.3119999997236,1199.9999999999973,69.68800000027363,3700.232351276474,-696.5874775668001,3073.332873709948,0.0010244442912366494,120961.475
2024-11-27,3291.6475000000382,625.000000000015,3916.647500000053,-2213.7700435935326,1444.8403094531,3147.71776585962,0.0010492392552865402,133240.6
2024-11-28,2668.3200000001266,1062.4999999999895,3730.820000000116,3741.0719293684683,398.4949238167,7870.386853185285,0.002623462284395095,118888.6
2024-11-29,5375.231499999952,3663.5899999999847,9038.821499999936,-3691.395120394749,-1052.65291507035,4294.773464534837,0.0014315911548449457,134587.375
2024-12-02,129.48299999979696,-3700.8637500000023,-3571.380750000206,4012.8513884124845,1338.63756354795,1780.1082019602288,0.0005933694006534096,152830.675
2024-12-03,373.99599999992176,2512.50000000001,2886.495999999932,-713.74066207937,-580.8175069994,1591.937830921162,0.0005306459436403873,154220.625
2024-12-04,50.722000000001415,1512.5000000000173,1563.2220000000186,109.70013101077208,-1253.7717949921498,419.1503360186409,0.00013971677867288031,117853.625
2024-12-05,1567.000000000001,-8599.99999999998,-7032.999999999979,-2048.3540686083784,461.1777828909,-8620.176285717458,-0.0028733920952391527,115671.775
2024-12-06,-3388.1500000000005,-2025.0000000000043,-5413.150000000005,2243.187226418357,459.48255580414997,-2710.480217777498,-0.0009034934059258328,125733.125
2024-12-09,-2596.6179999999977,1095.9943750000202,-1500.6236249999774,1656.2006966580334,20.845493252673457,176.42256491072942,5.880752163690981e-05,106493.05
2024-12-10,30.55499999999939,-3624.9999999999854,-3594.444999999987,3754.8746502969466,2157.2338733891497,2317.6635236861093,0.0007725545078953698,124124.25
2024-12-11,-250.66399999998052,737.4999999999972,486.8360000000166,3033.865341069609,155.38165579710002,3676.0829968667254,0.0012253609989555752,141574.875
2024-12-12,-1308.503000000003,2281.6631249999973,973.1601249999942,-3898.604253000498,520.4079825832999,-2405.036145417204,-0.000801678715139068,109773.125
2024-12-13,2438.9320000000776,-187.49999999999451,2251.432000000083,-4064.8651021833634,-2416.84200528935,-4230.27510747263,-0.0014100917024908767,98302.75
2024-12-16,-430.31750000007054,2932.8775000000014,2502.559999999931,-384.17317728693604,-52.7438071449,2065.6430155680946,0.0006885476718560315,150966.6
2024-12-17,-874.9359999999025,37.49999999999625,-837.4359999999062,-329.27019334814804,-1435.89309644015,-2602.5992897882043,-0.000867533096596068,152816.625
2024-12-18,-822.3198999999742,450.00000000001353,-372.3198999999606,-3594.5770110981257,1824.8022880999501,-2142.094622998136,-0.0007140315409993786,138280.55
2024-12-19,1855.8696000000343,-1182.5000000000248,673.3696000000095,150.83016583481532,-388.87570750335004,435.32405833147476,0.0001451080194438249,114262.75
2024-12-20,-3933.9243999999712,637.4999999999986,-3296.4243999999726,4325.179886262614,-416.89334174635,611.8621445162912,0.00020395404817209707,150651.0
2024-12-23,-1298.1155000000304,-1478.831249999992,-2776.9467500000223,-1772.82488818615,593.32824377705,-3956.443394409122,-0.0013188144648030406,143797.425
2024-12-24,1178.457000000006,-1637.499999999999,-459.042999999993,917.8639491247752,1195.7304214316,1654.5513705563822,0.000551517123518794,140249.275
2024-12-25,1226.984100000005,4937.499999999978,6164.484099999983,561.9143872293274,1686.6732252256,8413.07171245491,0.00280435723748497,143448.375
2024-12-26,-650.9999999999982,2699.9999999999964,2048.999999999998,520.8242828074663,-535.8611533966,2033.9631294108644,0.0006779877098036215,114161.375
2024-12-27,782.207,950.0000000000094,1732.2070000000094,-1717.7407497726063,-150.30992280135,-135.84367257394683,-4.528122419131561e-05,114037.125
2024-12-30,1818.9999999999927,681.2924999999836,2500.292499999977,41.14086449544214,846.14844859125,3387.581813086669,0.0011291939376955563,123957.0
2024-12-31,-1500.9999999999982,-212.4999999999961,-1713.4999999999943,3210.6919281191217,0.0,1497.1919281191274,0.0004990639760397091,122277.25
2025-01-02,2637.0882000000115,-400.0000000000073,2237.088200000004,3265.253766440714,0.0,5502.341966440717,0.0018341139888135725,116577.15
2025-01-03,-821.2922999999947,-2549.999999999985,-3371.29229999998,-1951.8292881437121,0.0,-5323.121588143692,-0.001774373862714564,119945.55
2025-01-06,201.24159999999216,-3812.4999999999873,-3611.258399999995,-96.01071178091507,68.7001940898,-3638.5689176911105,-0.0012128563058970369,113796.15
2025-01-07,-1356.000000000001,1346.0849999999891,-9.91500000001156,1902.0741177189097,137.51376524385,2029.6728829627482,0.0006765576276542494,100331.625
2025-01-08,93.66860000000152,3024.9999999999973,3118.6685999999986,2475.182168542571,68.81365436655,5662.66442290912,0.0018875548076363732,115744.0
2025-01-09,4735.691000000003,-1125.0000000000005,3610.691000000003,2802.372726032973,-412.3148323331,6000.748893699876,0.002000249631233292,120588.125
